"EVENT_TYPE","TIMESTAMP","REQUEST_ID","TRANSACTION_TYPE","ORGANIZATION_ID","USER_ID","DOCUMENT_ID","VERSION_ID","FILE_TYPE","FILE_PREVIEW_TYPE","SIZE_BYTES","TIMESTAMP_DERIVED","USER_ID_DERIVED","DOCUMENT_ID_DERIVED","VERSION_ID_DERIVED"
"ContentTransfer","20250124210024.209","50qwbqcXoGFQ4u7lSu1HsV","VersionRenditionDownload","00Dep000000D0F7","005t0000004dZt9","069t000000Py6xF","068t000000R16E2","PDF","THUMB120BY90","1412","2025-01-24T21:00:24.209Z","005t0000004dZt9AAE","069t000000Py6xFAAR","068t000000R16E2AAJ"
